,text,tag,senti_polarity
54,	哪个生活细节更让你觉得开心1、想着今天星期三，其实星期五；2、一下子将废物扔进了垃圾箱，太准了；3、电话响了，拿起听筒发现正是刚才在想的人；4、下雪后踩出第一个脚印；5、开了半天车，一路是绿灯；6、摸摸口袋，竟然发现里面有钱；7、最失落的时候得到一个拥抱。生活哲理：1．很多时候，人们尊重的不是人，而是背景。2．有人寂寞在热闹里，有人热闹在寂寞里。3．人最好不要错过两样东西，最后一班回家的车和一个深爱你的人。	,正能量,positive
55,	【哲理的句子说说心情】宁静的心，便是懂得了知足。心灵有家，生命才有路。只有学会和自己独处，心灵才会洁净，心智才会成熟，心胸才会宽广。独处，是一种静美，也是一种修炼。能够在独处时安然自得，才会在喧嚣时淡然自若。有一种借口叫年轻，可以不珍惜时光，不珍惜爱，不珍惜一切来之不易的东西。有一种感情叫错过，错过爱，错过可以相守的人，错过一段刻骨铭心的情。有一种寂寞叫想念，想念一个人，一段往事，一场相遇。	,正能量,positive
56,	如果哪天我放弃了，请记得，是因为你的不在乎。你其实也没那么爱他了，与其说你舍不得他这个人，不如说你舍不得那个那么爱他的自己。一个人完全从你的生活中消失并不算什么可怕的事，最可怕的是，你永远也没法再走进她的生活，而她在你的生活中却还是无处不在。有些秘密能讲给朋友听。而有些心事只能自言自语，有些痛苦只能默默承受。别总是拿自己的不幸来博取他人的同情，时间久了会让人反感，不如做点什么让别人、尤其是伤害你的人来崇拜你。	,正能量,positive
57,	年轻的朋友，不要“安分守己”地等待升迁，要像下跳棋一样想办法“一步登天”。只要我们万事留心，多思考，开动脑筋，变被动等待为主动出击，就一定能找到“一飞冲天”的机会。英国作家莎士比亚说：“真正勇敢的人，能够智慧地忍受最难堪的屈辱，不以身外的荣辱介怀，用息事宁人的态度避免无谓的横祸。”面对充满压力和困难的生活，没有勇气是不行的。	,正能量,positive
58,	【有人生哲理的句子】一个不想爬山的人，谁也不能背他爬山。行为从观念来，观念从学习来。过去是什么不重要，未来是什么很重要。你可以什么都没有，除了梦想。因为梦想是改变困境的源动力，拥有梦想就拥有无限可能。年轻人，从现在起，为梦想而奋斗吧，你的人生因梦想而伟大。	,正能量,positive
59,	【富含哲理的句子】伤心时不妨和我说；痛苦时别忘了跟我讲；有病时别忘了通知我；困难时记得要请教我；失望时要想起还有我；开心时更不能忘记我。朋友的定义，就在于此。我们是朋友，这就够了……不要图一时口舌之娱，告诉那些前来探听消息的人，你该做的是严守秘密；摆脱纠缠的最好办法是沉默，保持沉默，会让那些心怀不轨的人找不到机会，也让你保住了良好的人格和声誉。	,正能量,positive
60,	女人，可以做自己的公主，但不要指望做全世界的公主。女人因为有缺点才可爱。聪明的女人总会把自己的破绽暴露给男人。一念花开，一念花落。人在旅途，要不断的自我救赎。每个人的内心，都有几处不为人知的暗伤，等待时光去将之复原。	,正能量,positive
61,	快乐是一种美德，因为它不但表现自己对世界的欣赏与赞美，也给周围的人带来温暖与轻快。——罗曼·罗兰何必抱怨没有道路，难道骆驼不是在沙漠中谱出了一曲“强者之歌”吗？凉风把红叶吹红，冷言让强者成熟。	,正能量,positive
62,	【有人生哲理的句子】每点每滴的成就都要付出代价，没有牺牲，没有收获。与众不同的你是幸运的，在人生的旅途中，无论你如何规划自己的人生道路，都不要忘记，也不要忽略你人生旅途中的风景，让这些路边的风景来装饰你的人生，丰富你的回忆。人生也像坐火车一样，过去的景色那样美，让你流连不舍，可是你总是需要前进，会离开，然后你告诉自己，没关系，我以后一定还会再来看，可其实，往往你再也不会回去。流逝的时间，退后的风景，邂逅的人，终究是渐行渐远。	,正能量,positive
63,	一个真有幽默感的人别有会心，欣然独笑，冷然微笑，替沉闷的人生透一口气。也许要在几百年后、几万里外，才有另一个人和他隔着时间空间的河岸，莫逆于心，相视而笑。——钱钟书有一种寂寞，身边添一个可谈的人，一条知心的狗，或许就可以消减。有一种寂寞，茫茫天地之间“余舟一芥”的无边无际无着落，人只能各自孤独面对，素颜修行。——龙应台《目送》	,正能量,positive
64,	【人生哲理语句】人生充满选择，所以人生充满变数。关键的选择决定一生，细小的选择影响心情。别怕走弯路，挫折亦是成就。能识何人，决定你与何人处；与何人处，决定你能成何人。有时，不闻方净，不争乃慈，不辩亦智。有些事，尽力不成，无奈，只好走开；有些人，苦等不来，无缘，只好离开；有些情，苦恋不明，无果，只好割舍。处不住的，只能遗弃；盼不来的，只能放弃；留不住的，只能终止。人生，就是这样，选择不易，放弃艰难。人生之苦，苦在选择，人生之难，难在放弃。人生，说到底，就是选择与放弃。	,正能量,positive
65,	其实，没有什么东西是不能放手的。时日渐远，当你回望，你会发现，你曾经以为不可以放手的东西，只是生命里的一块跳板，令你成长。拿得起是一种自信，放得下是一种解脱。拿得起放得下是做人的一种平衡。人生能找到拿得起放得下的最佳支撑点，路便会宽，心就会明。考虑自己的同时，也要想到别人的感受！凡事能设身处地多为人着想，这不仅是仁慈、体贴、礼貌，同时也是尊重！夫妻之间，尢应如是。	,正能量,positive
66,	【有深度哲理的句子】1、你不可能让所有的人满意，因为你自己也不一定能满意自己。2、大起大落能够看清别人，大喜大悲可以看清自己。3、对别人的要求少一些，你就不会总是失望。4、对自己的要求多一点，你就不会总是沮丧。5、你不能做到自己所希望的一切，但你应该做好自己可以做到的一切。一位朋友说了这么一段话：“一个不到三十岁的年轻人说他目前不想奋斗了，要修行自己。看着他满脸迷茫，我告诉他，年轻人，不要过早地讲工作与生活平衡，否则只能得到一个低层次平衡，佛也要靠金装！登高声自远！年轻人在一定阶段，必须奋斗！有时候平衡只是一种逃避借口！”	,正能量,positive
67,	有些事情，拿不起，就选择放下；有些东西，要不得，就把它放弃；有些理念，想不通，就不去理会；有些过客，留不住，就让其离开；有些感情，理不顺，就忍痛割舍；有些伤痛，挥不去，就学着遗忘；有些过去，忘不了，就藏于心底；有些工作，做不好，就求助别人。寂寞是一种境界，是对任何事都超然于物外的处事哲学。寂寞是一种素质，是源于心灵安逸的高贵品质。寂寞是一种洒脱，是自我调节的能力。寂寞是一种成熟，是一种看万物淡如水的平静。读懂寂寞的人是有思想领悟人生真谛的人，是拥有一颗自由灵魂的人......	,正能量,positive
68,	我们以为我们情绪上的抗拒和反对，可以改变我们不想要的事实。当实际上，自己的抗拒就像是拿脑袋在撞墙，真的是“徒劳无功”，而且对事情的后续发展一点帮助都没有。人生，会遇到各种各样的人，当你穿梭在掺杂的人世间的时候，你会发现自己如此渺小，渺小到任何人都不会发现；当没有光芒，没有阳光照射的时候，自己确是那么的孤单。	,正能量,positive
69,	做人其实不需要很复杂的思想，凡事随缘，不攀缘，境来不拒，境去不留。不执着于一念，舍得放下，适时放下，才能还原生活的安详。放下也许会有遗憾，会有伤感。但是却会让生活的底蕴更加隽永和悠远，让生活更淡定和安然。放下是一种选择，一种智慧，一种明白，亦是一种结局。奋斗是一种乐趣，追求是一种动力，助人是一种储蓄，吃亏是一种积累，谦和是一种修养，宽容是一种境界，忍让是一着妙棋，冷静是一副良药，美色是一口陷阱，嫉妒是一支毒箭，急躁是一种隐患，冲动是一个魔鬼，寡欲是一种享受，挫折是一种磨练，违心是一种欺骗，转播是一种给力。	,正能量,positive
